"","EpisodeLines","Cumulative_episode","Season","Episode_no"
"299","(06:43) ⨂Leela: Alright. We'll deliver that crate like professionals ... and then we'll go ride the bumper cars. [The other three high-five.] Amy, why don't you help Fry hoist down the crate. Then lock up when you're done. Just be careful.
",2,1,2
"300","(06:56) ⨂Amy: Aye, aye, Captain! I mean only one eye. I mean, yes, sir-- Um, ma'am!
",2,1,2
"301","(07:02) ⨂Amy: Clear?
",2,1,2
"302","(07:03) ⨂Fry: Clear!
",2,1,2
"303","(07:04) ⨂Amy: Ready to hoist?
",2,1,2
"304","(07:05) ⨂Fry: Ready!
",2,1,2
"305","(07:06) ⨂Amy: Ow!
",2,1,2
"306","(07:15) ⨂Fry: My first space delivery.
",2,1,2
"307","(07:17) ⨂Fry: Uh, greetings, Moon Man. We come in peace. I am Fry from the planet Earth.
",2,1,2
"308","(07:23) ⨂Sal: Wise guy, huh? If I wasn't so lazy I'd punch you in the stomach.
",2,1,2
"309","(07:27) ⨂Fry: But you are lazy, right?
",2,1,2
"310","(07:28) ⨂Sal: Oh, don't get me started.
",2,1,2
"311","(07:43) ⨂Craterface: Hi, I'm Craterface! Welcome to Luna Park. I'll have to confiscate your alcohol, sir.
",2,1,2
"312","(07:50) ⨂Bender: Better mascots than you have tried.
",2,1,2
"313","(07:56) ⨂Craterface: At least I still have my self respect!
",2,1,2
"314","(08:10) ⨂Leela: Who buys this trash?
",2,1,2
"315","(08:11) ⨂Bender: Idiots who need gifts for other idiots.
",2,1,2
"316","(08:15) ⨂Fry: Hey, I got you guys refrigerator magnets.
",2,1,2
"317","(08:19) ⨂Bender: Get it off! Get it off! Get it-- Uh-oh! [He starts singing his own version of Bob Dylan's ""Blowin' in the Wind"".] [singing] How many roads must a man walk down, before you-- [He howls. Fry takes the magnet off and Bender gasps.] [talking] Keep those things off of me! Magnets screw up my inhibition unit!
",2,1,2
"318","(08:37) ⨂Fry: So you flip out and start acting like some crazy folk singer?
",2,1,2
"319","(08:40) ⨂Bender: Yes. I guess a robot would have to be crazy to wanna be a folk singer.
",2,1,2
"320","(08:48) ⨂Whalerbots: [singing] We're whalers on the moon,
We carry a harpoon,
But there ain't no whales,
So we tell our tall tale,
And sing our whaling tune!
",2,1,2
"321","(08:57) ⨂Whalerbot: Bender, hey, Bender! Over here!
",2,1,2
"322","(08:59) ⨂Bender: Oh, jeez! I went to high school with that guy!
",2,1,2
"323","(09:03) ⨂Announcer: Monsanto presents: The Goophy Gopher Revue!
",2,1,2
"324","(09:07) ⨂Gopher #1: Why does a moon rock taste better than an Earth rock?
",2,1,2
"325","(09:11) ⨂Gopher #2: Because it's a little meteor!
",2,1,2
"326","(09:18) ⨂Fry: This is weak!
",2,1,2
"327","(09:20) ⨂Gopher #1: Address all complaints to the Monsanto corporation.
",2,1,2
"328","(09:25) ⨂Leela: What's wrong, Fry?
",2,1,2
"329","(09:26) ⨂Fry: I don't know. This place is great and all but its just so artificial. The gravity, the air, the gophers. You might as well stay on Earth. [He tosses his candy floss into a bin and runs to a window.] That's what I came to see! I wanna go out there and jump around like an astronaut. Screw this phoney stuff!
",2,1,2
"330","(09:42) ⨂Leela: But the phoney stuff is what's fun. It's boring out there.
",2,1,2
"331","(09:45) ⨂Bender: Yeah! You're the kind of guy who visits Jerusalem and doesn't want to see the Sexeteria!
",2,1,2
"332","(09:50) ⨂Leela: Maybe I should take Fry on the Luna Rover ride. You get to wear a space suit and drive around on the surface. And the line's short because it's educational.
",2,1,2
"333","(09:59) ⨂Fry: I don't care how educational it is. Let's do it!
",2,1,2
"334","(10:02) ⨂Bender: [shouting] Next year in Jerusalem!
",2,1,2
"335","(10:07) ⨂Fry: Finally! Get ready for some serious moon action.
",2,1,2
"336","(10:13) ⨂Narrator: [on loudspeaker] The story of lunar exploration started with one man. A man with a dream.
",2,1,2
"337","(10:19) ⨂Ralph Kramden-bot: One of these days, Alice. Bang! Zoom! Straight to the moon!
",2,1,2
"338","(10:26) ⨂Leela: Wow, I never realised the first astronauts were so fat!
",2,1,2
"339","(10:30) ⨂Fry: That's not an astronaut, it's a TV comedian. And he was just using space travel as a metaphor for beating his wife.
",2,1,2
"340","(10:42) ⨂Amy: Wow! I could swear I was really playing virtual skeeball! [Bender taps her on the shoulder.] Hm?
",2,1,2
"341","(10:46) ⨂Bender: Look, it's that crate we were gonna throw in the sewer.
",2,1,2
"342","(10:52) ⨂Amy: The keys to the ship! [She pats her pockets.] They must have fallen into the crate! Leela's gonna kill me!
",2,1,2
"343","(10:58) ⨂Bender: Nah. She'll probably make me do it.
",2,1,2
"344","(11:01) ⨂Amy: Mister? Could you please get those keys out for me?
",2,1,2
"345","(11:03) ⨂Sal: What do I look like? A guy who's not lazy?
",2,1,2
"346","(11:18) ⨂Narrator: [on loudspeaker] No one knows where, when or how Man first landed on the moon.
",2,1,2
"347","(11:22) ⨂Fry: I do.
",2,1,2
"348","(11:23) ⨂Narrator: [on loudspeaker] But our fun-gineers think it might have happened something like this:
",2,1,2
"349","(11:28) ⨂Whalerbots: [singing] We're whalers on the moon,
",2,1,2
"350","(11:30) ⨂Gophers: [singing] We carry a harpoon,
",2,1,2
"351","(11:32) ⨂Whalerbots: and  [singing] But there ain't no whales so we tell a tall tale...
",2,1,2
"352","(11:36) ⨂Leela: [singing] And sing a whaling tune. We're whalers on the moon--
",2,1,2
"353","(11:37) ⨂Fry: That's not how it happened.
",2,1,2
"354","(11:40) ⨂Leela: Oh, really? I don't see you with a fun-gineering degree!
",2,1,2
"355","(11:42) ⨂Fry: This is stupid. I'm taking this thing out to the real moon.
",2,1,2
"356","(11:45) ⨂Leela: Fry, no. This is my first mission and I'm not gonna let us get in any trouble. Besides, the car's on a track.
",2,1,2
"357","(11:51) ⨂Fry: Not for long!
",2,1,2
"358","(11:56) ⨂Whalerbot: Ooh! Ah! I died doin' what I loved.
",2,1,2
"359","(12:01) ⨂Leela: OK, you're on the surface. Now I'll give you 10 minutes. Then you'll get bored, turn around and apologise for being such a jerk. Agreed?
",2,1,2
"360","(12:09) ⨂Fry: Agreed. [He drives over craters and flies through the air, cheering.] Yeah! Crank up the radio!
",2,1,2
"361","(12:15) ⨂Whalerbots: [singing; on radio] We're whalers on the--
",2,1,2
"362","(12:18) ⨂Fry: Yee-haw!
",2,1,2
"363","(12:22) ⨂Leela: Time's up. Make a U-turn at the next crater.
",2,1,2
"364","(12:25) ⨂Fry: No, not yet. How 'bout we go look for the original moon landing site?
",2,1,2
"365","(12:28) ⨂Leela: That's crazy! It's been lost for centuries!
",2,1,2
"366","(12:31) ⨂Fry: Well I'm feelin' lucky! [The car suddenly falls into a huge crater and starts to sink at the bottom.] Uh ... I'm ready to go back now.
",2,1,2
"367","(12:43) ⨂Fry: We're gonna die! It's every man for himself! [He jumps off the car and starts to sink.] Help me, Leela! [Leela grabs Fry and an oxygen canister and flies out of the crater.] You did it! We're safe!
",2,1,2
"368","(13:00) ⨂Leela: No. Now we're gonna die.
",2,1,2
"369","(13:03) ⨂Fry: It's every man for himself.
",2,1,2
"370","(13:09) ⨂Bender: Hey, look what I won from a tourist's pocket!
",2,1,2
"371","(13:12) ⨂Amy: Shut up. You're distracting me.
",2,1,2
"372","(13:14) ⨂Bender: Come on, it's just like making love. Y'know: Left, down, rotate 62 degrees, engage rotor.
",2,1,2
"373","(13:21) ⨂Amy: I know how to make love!
",2,1,2
"374","(13:24) ⨂Bender: Here, let me do it. [He puts his hand up the chute and grabs the keys but then drops them.] Ah, lousy arm. Must be rigged! [Moon Patrol officers walk up behind him.] That's her, officers! [He points at Amy.] Uh, that's the woman who programmed me for evil!
",2,1,2
"375","(13:44) ⨂Bender: Yeah, well, I'm gonna go build my own theme park, with blackjack and hookers. In fact, forget the park!
",2,1,2
"376","(13:57) ⨂Fry: [gasping] I'm sorry, Leela, I can't go on any further. Just leave me to die in that barn over there.
",2,1,2
"377","(14:11) ⨂Leela: Thank God!
",2,1,2
"378","(14:14) ⨂Hydroponic Farmer: Trespassers, eh?
",2,1,2
"379","(14:15) ⨂Fry: No, sir. We're amusement park patrons.
",2,1,2
"380","(14:18) ⨂Farmer: Ooh, that's a wicked sinful place. Tilt-a-whirl's OK, but the rest is mighty wicked.
",2,1,2
"381","(14:23) ⨂Leela: Our car broke down and we're out of oxygen. Can we borrow some?
",2,1,2
"382","(14:26) ⨂Farmer: Huh, borry? Looky here, city girl, oxygen don't grow on trees. You'll have to earn it doing chores on my hydroponic farm. You can go back to your precious theme park at sun up.
",2,1,2
"383","(14:38) ⨂Fry: I guess we could do chores for a few hours.
",2,1,2
"384","(14:40) ⨂Leela: Fry, night lasts two weeks on the moon.
",2,1,2
"385","(14:43) ⨂Farmer: Yup. Drops down to -173!
",2,1,2
"386","(14:46) ⨂Fry: Fahrenheit or Celsius?
",2,1,2
"387","(14:47) ⨂Farmer: First one, then th'other. And them spacesuits ain't a-heated so you ain't goin' nowhere till sunrise. You can sleep in the barn. Just don't be a-touchin' my three beautiful robot daughters. Y'hear?
",2,1,2
"388","(15:00) ⨂Fry: Robot daughters?
",2,1,2
"389","(15:02) ⨂Farmer: This here is Lulabelle 7.
",2,1,2
"390","(15:03) ⨂Lulabelle 7: Yoo-hoo!
",2,1,2
"391","(15:05) ⨂Farmer: Daisy-Mae 128K.
",2,1,2
"392","(15:07) ⨂Daisy-Mae 128K: Yoo-hoo!
",2,1,2
"393","(15:09) ⨂Farmer: And the Crushinator.
",2,1,2
"394","(15:12) ⨂Crushinator: [mechanical voice] Yoo-hoo.
",2,1,2
"395","(15:14) ⨂Fry: Whoa!
",2,1,2
"396","(15:15) ⨂Leela: I told you to turn around and go back to the park. But oh, no, the park was too phoney. We had to see the real moon.
",2,1,2
"397","(15:22) ⨂Fry: And it was great! We got to see craters and rocks and that one incredible rock that looked like a crater and ... and these fellas.
",2,1,2
"398","(15:31) ⨂Leela: Fry, face it: The moon is a dump. It's a boring, dried-up wasteland and the only reason anybody ever comes here is for the tacky little amusement park. Can't you just accept that?
",2,1,2
"399","(15:41) ⨂Fry: I guess I can't.
",2,1,2
"400","(15:46) ⨂Farmer: I'll learn ye to sleep with my robot daughters!
",2,1,2
"401","(15:49) ⨂Bender: He'll never find me in here.
",2,1,2
"402","(15:52) ⨂Leela: Bender?
",2,1,2
"403","(15:53) ⨂Fry: Oh, Bender. You didn't touch the Crushinator, did you?
",2,1,2
"404","(15:57) ⨂Bender: Of course not. A lady that fine you gotta romance first.
",2,1,2
"405","(16:12) ⨂Farmer: Oh, no you don't! C'mere, Crushinator.
",2,1,2
"406","(16:15) ⨂Crushinator: [mechanical voice] Yes, Pa.
",2,1,2
"407","(16:33) ⨂Fry: It's too low.
",2,1,2
"408","(16:34) ⨂Leela: Hang on. Hang on. Jump! [The trio jump over the bridge and the buggy drives under it. They land back in the car. The Crushinator slams into it and cuts her way through. They come to a gorge.] Hold on to your helmet!
",2,1,2
"409","(16:56) ⨂Farmer: God darn it, Crushinator, jump!
",2,1,2
"410","(16:59) ⨂Crushinator: [mechanical voice] No, Pa. I love him.
",2,1,2
"411","(17:07) ⨂Fry: Hey, cool! Dark side of the moon!
",2,1,2
"412","(17:10) ⨂Leela: Nightfall's coming. [The shadow falls over Fry and he starts to shiver.] Hurry, before we freeze.
",2,1,2
"413","(17:15) ⨂Bender: What do you mean ""we"", mammal?
",2,1,2
"414","(17:24) ⨂Farnsworth: Oh, dear! I really ought to do something. But I am already in my pyjamas.
",2,1,2
"415","(17:35) ⨂Leela: We can't outrun it forever.
",2,1,2
"416","(17:38) ⨂Fry: Over there! Look! It's the moon landing site! We found it!
",2,1,2
"417","(17:48) ⨂Leela: Quick, get in.
",2,1,2
"418","(17:51) ⨂Fry: It's that flag from MTV! And Neil Armstrong's footprint! [He stamps over it.] Hey! My foot's bigger! Leela, isn't this the greatest thing you've ever seen?
",2,1,2
"419","(18:02) ⨂Leela: Fry, look around. It's just a crummy plastic flag and a dead man's tracks in the dust. [The shadow creeps over Fry and his smile fades.] Now get in here before you freeze.
",2,1,2
"420","(18:22) ⨂Bender: Oh, no room for Bender, huh? Fine! I'll go build my own lunar lander, with blackjack and hookers. In fact, forget the lunar lander and the blackjack. Ah, screw the whole thing.
",2,1,2
"421","(18:36) ⨂Leela: Well if the oxygen holds out we might live long enough to starve to death.
",2,1,2
"422","(18:40) ⨂Fry: Look, Leela, I'm sorry. I never should have dragged you out here.
",2,1,2
"423","(18:43) ⨂Leela: That's right, you shouldn't have. I still don't get what the big attraction is.
",2,1,2
"424","(18:49) ⨂Fry: I never told anybody this but a thousand years ago I used to look up at the moon and dream about being an astronaut. I just didn't have the grades. Nor the physical endurance. Plus I threw up a lot and nobody liked spending a week with me.
",2,1,2
"425","(19:01) ⨂Leela: A week would be a little much.
",2,1,2
"426","(19:03) ⨂Fry: The moon was like this awesome, romantic, mysterious thing, hanging up there in the sky where you could never reach it, no matter how much you wanted to. [Leela's cold glance becomes a sympathetic frown.] But you're right. Once you're actually here it's just a big dull rock. I guess I just wanted you to see it through my eyes, the way I used to.
",2,1,2
"427","(19:25) ⨂Leela: Fry, look. [Fry and Leela gaze at a stunning Earthrise]. It really is beautiful. I don't know why I never noticed before.
",2,1,2
"428","(19:42) ⨂Farmer: Had to come back for the Crushinator, eh, robot? Well I got you this time.
",2,1,2
"429","(19:56) ⨂Fry: It's Amy! We're saved!
",2,1,2
"430","(19:58) ⨂Leela: Amy? Where'd she learn to operate the controls like that?
",2,1,2
"431","(20:10) ⨂Bender: Not the magnet! No! No! No-- [The winch grabs him.] Uh-oh!
",2,1,2
"432","(20:17) ⨂Bender: [singing] She'll be comin' round the mountain when she comes,
She'll be comin' round the mountain when she comes--
[talking] I'll kill you Amy!
[singing] She'll be comin' round the mountain,
She'll be comin' round the mountain,
She'll be comin'--
",2,1,2
"433","(20:33) ⨂Farmer: Aw, dang it!
",2,1,2
"434","(20:41) ⨂Bender: [singing] She'll be riding six white horses when she comes,
She'll be riding six white horses when she comes--
[talking] Hey, I'm pretty good!
[singing] She'll be riding six white horses...
",2,1,2
"435","(20:50) ⨂Leela: [from lander] So, Fry, was the real moon anything like the moon you used to dream about?
",2,1,2
"436","(20:55) ⨂Fry: [from lander] Well ... close enough!
",2,1,2
"437","(20:57) ⨂Bender: [singing; over credits] Well I'll shoot her with my ray gun when she comes,
Yes, I'll shoot her with my ray gun when she comes,
Yes, I'll shoot her with my ray gun,
Oh, I'll shoot her with my ray gun,
Yes, I'll shoot her with my ray gun when she comes,
When she comes!
I'll be blastin' all the humans in the world,
I'll be blastin' all the humans in the world, 
I'll be blastin' all the humans, 
I'll be blastin' all the humans, 
I'll be blastin' all the humans in the world,
In the world!
[shouting] One more time!
",2,1,2
"438","(00:39) ⨂Bender: Hey!
",3,1,3
"439","(00:44) ⨂Hermes: Fry, mon, if you're going to be living in the office you could at least be on time for work.
",3,1,3
"440","(00:48) ⨂Fry: I'm sorry. I was up really late poking through people's desks.
",3,1,3
"441","(00:54) ⨂Hermes: Alright, people. I will now outline today's 12-point agenda. We'll begin with point one, then race forward--
",3,1,3
"442","(01:08) ⨂Hermes: Concerning our pest problem: Somebody's been leaving food around and it's attracting owls. And I, for one, am getting tired of cleaning those owl traps. [A trap snaps and an owl hoots.] Now... [He flicks a button and a graph appears on the big screen. It is a straight line that inclines ever so slightly at the end.] As this shocking graph indicates, our water consumption has tripled in the last month. I notice Fry has been here for a month, so I'm appointing him head of a committee to find who's responsible. Fry? [Fry doesn't answer. He is taking a shower in the Emergency Chemical Burn Shower.] Am I cracking up, or is Fry's living here starting to get in the way of bus--
",3,1,3
"443","(01:49) ⨂Leela: What the hell are you doing? You're getting a huge dose of radiation!
",3,1,3
"444","(01:53) ⨂Fry: [pointing to his hair] And great lift!
",3,1,3
"445","(01:55) ⨂Leela: Do you know how long it's going to take me to recalibrate these engines?
",3,1,3
"446","(01:58) ⨂Fry: Hey! When you look this good, you don't have to know anything.
",3,1,3
"447","(02:03) ⨂Leela: Professor, We need to talk to you about Fry.
",3,1,3
"448","(02:05) ⨂Bender: That's right, we want some money— Wait. What's this about Fry?
",3,1,3
"449","(02:08) ⨂Leela: He's a nice guy but we think it's about time he got his own place.
",3,1,3
"450","(02:12) ⨂Farnsworth: Oh, fuff! He's not causing any trouble. Now, if you don't mind, I'm rather busy. I seem to have mislaid my alien mummy. [He picks a small box and opens it. It is empty.] This sarcophagus should contain the remains of Emperor Nimballa, who ruled Zuban 5 over 29 million years ago.
",3,1,3
"451","(02:28) ⨂Fry: Hey, Professor, great jerky!
",3,1,3
"452","(02:33) ⨂Farnsworth: My God, this is an outrage! I was going to eat that mummy! Fry has got to go!
",3,1,3
"453","(02:42) ⨂Announcer: [voice-over; on TV] Bachelor Chow, now with flavour!
",3,1,3
"454","(02:45) ⨂Commentator: [voice-over; on TV] And Bigfoot is down!
",3,1,3
"455","(02:47) ⨂Fry: Sheesh! 40,000 channels and only 150 have anything good on.
",3,1,3
"456","(02:52) ⨂Announcer: [voice-over; on TV] All My Circuits is brought to you by Robo Fresh: Designed by a robot, for a robot.
",3,1,3
"457","(03:01) ⨂Calculon: [on TV] I've been processing this for some time, Monique, and, well, will you marry me?
",3,1,3
"458","(03:06) ⨂Monique: [on TV] Oh, Calculon! [They kiss. Calculon takes out a ring box, opens it, takes out a nut and screws it onto Monique's finger.] It fits! Then you must know that I'm--
",3,1,3
